record_id,file_name,department,recording_type,duration_sec,sample_rate_hz,channels,created_date,created_by,file_size_mb,storage_tier,storage_cost_usd_month
457,rec_00457.aac,IT,Meeting,2526,22050,1,2024-10-18,dm,31.812902109363076,Infrequent,0.0004544438081333922
458,rec_00458.aac,Housing,Interview,4000,44100,1,2024-11-20,staff,84.9732288027622,Standard,0.0017532859695685422
459,rec_00459.flac,IT,Incident Report,149,44100,1,2024-10-26,staff,3.3397505887751118,Infrequent,4.6935815191700944e-05
460,rec_00460.aac,Library,Meeting,4051,16000,1,2024-09-11,dm,27.458436551652333,Standard,0.0006199538560529501
461,rec_00461.mp3,Athletics,Meeting,5900,44100,2,2024-12-29,staff,135.26663675231617,Standard,0.0032672083637073574
462,rec_00462.mp3,Housing,Meeting,96,44100,1,2024-10-01,ga,2.0416615655394956,Infrequent,2.7587984007798748e-05
463,rec_00463.wav,Admissions,Front Desk Call,6295,44100,1,2024-11-22,dm,166.1091756880684,Standard,0.0038646675639613624
464,rec_00464.flac,Library,Front Desk Call,962,16000,1,2024-12-15,dm,7.404115742238414,Infrequent,9.493634177565804e-05
465,rec_00465.mp3,Library,Training,5999,22050,2,2024-09-06,staff,64.45520896969417,Standard,0.0015875807689853707
466,rec_00466.aac,Admissions,Incident Report,2597,16000,2,2024-09-05,staff,18.911268667038097,Standard,0.0004000427849637037
467,rec_00467.m4a,Library,Front Desk Call,2622,22050,1,2024-11-01,staff,27.760556824998496,Standard,0.0006654933319016226
468,rec_00468.aac,Library,Interview,1294,22050,1,2024-09-14,staff,13.294344949473492,Archive,0.00010831780175579774
469,rec_00469.wav,IT,Interview,4037,48000,2,2024-11-01,staff,109.24899509739984,Standard,0.002444835042943582
470,rec_00470.wav,Housing,Interview,1719,16000,1,2024-12-08,dm,14.301918227099964,Archive,0.00010958631055167158
471,rec_00471.mp3,Athletics,Incident Report,1436,48000,2,2024-12-09,staff,39.55587334947809,Standard,0.0008147813284266777
472,rec_00472.wav,HOUSING,Meeting,4872,16000,1,2024-11-21,ga,41.96350603008397,Standard,0.0009978094006642228
473,rec_00473.m4a,IT,Incident Report,5244,16000,1,2024-12-21,staff,46.71718108162538,Standard,0.0009921079244949334
474,rec_00474.flac,Library,Interview,6921,16000,2,2024-10-27,staff,60.79147346075477,Archive,0.0005135014386652486
475,rec_00475.flac,ResLife,Training,3924,16000,2,2024-11-10,staff,27.68186988398818,Standard,0.0006700057745443764
476,rec_00476.mp3,ResLife,Meeting,3306,48000,2,2024-12-13,ga,112.39266069928135,Infrequent,0.0014268955468325745
477,rec_00477.wav,Library,Front Desk Call,5041,48000,1,2024-10-16,staff,162.13362237601208,Standard,0.003489371105016697
478,rec_00478.m4a,IT,Meeting,4657,48000,1,2024-09-26,staff,164.99267772167318,Standard,0.0038622806624015807
479,rec_00479.flac,Library,Interview,6610,22050,2,2024-12-24,dm,72.65489225444898,Standard,0.0017182504527294663
480,rec_00480.aac,Library,Training,5485,16000,1,2024-09-01,staff,44.20498217222965,Standard,0.0009032660544175008
481,rec_00481.aac,IT,Meeting,6416,44100,1,2024-09-14,admin,155.6149495741698,Standard,0.0037229999065000806
482,rec_00482.mp3,IT,Front Desk Call,4850,48000,1,2024-12-07,admin,137.45196009277936,Archive,0.0011489286483747374
483,rec_00483.wav,Housing,Front Desk Call,6682,16000,1,2024-11-17,staff,53.773057547842626,Infrequent,0.0007425112232149943
484,rec_00484.mp3,Library,Training,4735,48000,1,2024-11-16,staff,157.96543821843292,Standard,0.003825609271815487
485,rec_00485.aac,IT,Meeting,3919,16000,1,2024-11-23,dm,33.43541853848686,Standard,0.0008224730667790965
486,rec_00486.m4a,Housing,Front Desk Call,23,44100,1,2024-10-11,staff,0.5966036390262158,Archive,4.413366011054034e-06
487,rec_00487.aac,Library,Training,2069,44100,1,2024-12-08,dm,41.605093651751524,Infrequent,0.0006103827898845839
488,rec_00488.flac,ResLife,Training,6265,48000,2,2024-11-09,dm,210.96650198751837,Infrequent,0.003048829993366208
489,rec_00489.m4a,Admissions,Interview,4783,48000,1,2024-10-07,admin,141.59527630643163,Standard,0.0032360908677439245
490,rec_00490.wav,Athletics,Training,1173,16000,1,2024-09-10,dm,9.893819915839552,Infrequent,0.00012294697212999393
491,rec_00491.m4a,Housing,Incident Report,374,44100,2,2024-10-10,staff,7.848521063206127,Standard,0.00019255991906639146
492,rec_00492.mp3,Housing,Incident Report,1311,16000,2,2024-10-08,dm,9.861623025196971,Standard,0.00023227817590021292
493,rec_00493.aac,ResLife,Training,1419,22050,2,2024-12-19,staff,16.161064504157782,Standard,0.0003535598656438732
494,rec_00494.wav,Housing,Front Desk Call,3677,16000,1,2024-11-08,admin,30.411147742719486,Standard,0.0006588383992098127
495,rec_00495.wav,ResLife,Incident Report,1920,22050,1,2024-12-06,staff,23.28157436099139,Infrequent,0.00034205219708940466
496,rec_00496.flac,Athletics,Front Desk Call,4231,22050,1,2024-12-11,staff,54.24877968641821,Standard,0.0011528682530606443
497,rec_00497.flac,Admissions,Front Desk Call,5278,16000,1,2024-11-29,ga,35.12400806091054,Standard,0.000839455150407304
498,rec_00498.aac,Admissions,Meeting,5443,44100,1,2024-10-08,staff,119.3199044857892,Infrequent,0.0015898821119479213
499,rec_00499.m4a,Housing,Front Desk Call,5602,48000,2,2024-09-25,ga,187.4527785718958,Standard,0.004375989306557847
500,rec_00500.mp3,IT,Interview,2119,16000,1,2024-09-08,dm,15.260969752801339,Infrequent,0.0002188928402377185
501,rec_00501.mp3,Library,Meeting,6729,48000,1,2024-10-03,dm,231.96396036980002,Infrequent,0.0028756955524161815
502,rec_00502.mp3,Housing,Meeting,6806,44100,1,2024-09-11,dm,150.44632868431233,Standard,0.0032172183064318595
503,rec_00503.flac,ResLife,Meeting,586,16000,2,2024-10-05,ga,4.807475139440346,Standard,9.964367326029922e-05
504,rec_00504.m4a,Housing,Meeting,4528,48000,1,2024-10-07,ga,122.6194691697138,Standard,0.0027002397940684036
505,rec_00505.mp3,Library,Incident Report,3015,44100,2,2024-09-29,dm,79.48682723758598,Standard,0.001657454969715661
506,rec_00506.mp3,Housing,Meeting,6080,22050,1,2024-11-15,staff,62.965917193588155,Standard,0.001531798170681577
507,rec_00507.flac,ResLife,Front Desk Call,4874,22050,1,2024-12-12,staff,55.5955701745546,Standard,0.0013205734636151927
508,rec_00508.mp3,ResLife,Front Desk Call,3442,48000,1,2024-11-24,staff,103.98963683166765,Standard,0.002373683530662176
509,rec_00509.mp3,Admissions,Meeting,2558,16000,1,2024-11-22,staff,18.805968317725153,Standard,0.000396283092501447
510,rec_00510.mp3,Library,Front Desk Call,526,16000,2,2024-11-23,staff,4.153835950628517,Standard,8.789810989201835e-05
511,rec_00511.aac,Athletics,Meeting,2543,16000,1,2024-10-25,staff,20.01384256765665,Standard,0.00045781770477399026
512,rec_00512.m4a,IT,Interview,102,16000,2,2024-12-14,staff,0.8672080024915626,Standard,2.106612798080439e-05
513,rec_00513.m4a,Housing,Front Desk Call,6921,48000,2,2024-11-29,staff,246.91249547423283,Standard,0.006025879246354839
514,rec_00514.wav,Admissions,Interview,4615,44100,1,2024-11-21,staff,117.92252182805237,Standard,0.0028759848107025713
515,rec_00515.mp3,Library,Training,3910,44100,1,2024-12-25,staff,97.78153019571202,Standard,0.0021183814477419476
516,rec_00516.flac,Housing,Incident Report,3076,48000,1,2024-11-20,dm,87.41093367367289,Standard,0.0020409753728246167
517,rec_00517.flac,Athletics,Front Desk Call,4664,44100,1,2024-10-16,staff,99.87560942111763,Archive,0.000788092493573911
518,rec_00518.m4a,Housing,Incident Report,3179,16000,2,2024-11-11,staff,21.203214407644424,Standard,0.00048152834329616824
519,rec_00519.aac,ResLife,Incident Report,6562,44100,1,2024-11-29,staff,135.01611590055478,Standard,0.0031400278140277576
520,rec_00520.mp3,ResLife,Interview,2357,44100,2,2024-11-19,dm,59.92964602214421,Standard,0.001290763326619209
521,rec_00521.wav,Admissions,Incident Report,3197,16000,1,2024-11-18,staff,21.65621260415545,Standard,0.00046381533703495655
522,rec_00522.wav,Library,Interview,1296,16000,1,2024-11-27,staff,9.424781603740922,Standard,0.0002079757225805284
523,rec_00523.wav,Admissions,Meeting,5136,22050,1,2024-09-08,ga,58.081479595829535,Standard,0.0012349446721283725
524,rec_00524.flac,IT,Meeting,3418,44100,2,2024-12-27,staff,71.87066917222043,Standard,0.0017306598379161597
525,rec_00525.aac,Admissions,Interview,2024,16000,1,2024-12-28,ga,15.05173440577943,Standard,0.0003290155526771207
526,rec_00526.wav,ResLife,Interview,1845,48000,1,2024-09-22,staff,53.370538492864036,Standard,0.001088110494935871
527,rec_00527.m4a,ResLife,Training,6145,16000,1,2024-09-23,staff,46.69976229501192,Archive,0.0003768920846623766
528,rec_00528.wav,IT,Training,6429,16000,1,2024-11-17,dm,45.382575250094,Standard,0.0011184311410089038
529,rec_00529.aac,ResLife,Interview,1492,16000,2,2024-09-01,staff,9.997383254800388,Standard,0.00022675548772136764
530,rec_00530.wav,IT,Interview,1299,22050,1,2024-09-15,admin,17.088997734580353,Standard,0.0003671785883786528
531,rec_00531.flac,IT,Front Desk Call,4192,22050,2,2024-12-01,staff,52.70184582888572,Standard,0.0012789362797066752
532,rec_00532.wav,Housing,Front Desk Call,6967,44100,1,2024-09-25,ga,176.5229576526493,Standard,0.004067778199945418
533,rec_00533.flac,ResLife,Incident Report,4295,48000,1,2024-09-22,dm,124.34245233610149,Standard,0.0028593962628984107
534,rec_00534.aac,IT,Training,6196,16000,2,2024-12-21,dm,54.79031712818447,Standard,0.0012209268252414006
535,rec_00535.flac,Library,Meeting,5520,48000,1,2024-12-11,staff,189.74534399676963,Standard,0.004493129348868887
536,rec_00536.mp3,Library,Meeting,2771,16000,1,2024-10-19,ga,21.05352209336396,Standard,0.0004890016115560442
537,rec_00537.aac,IT,Interview,2056,22050,1,2024-11-30,staff,22.571750184043278,Standard,0.0005116699580591488
538,rec_00538.mp3,Admissions,Front Desk Call,5567,16000,1,2024-11-08,staff,47.31551725699761,Standard,0.0010275471117568158
539,rec_00539.flac,Library,Training,4124,48000,2,2024-10-02,staff,110.34921830347903,Infrequent,0.001571655374396263
540,rec_00540.aac,IT,Meeting,4187,22050,2,2024-09-26,staff,50.13223052175587,Standard,0.0012185106413181818
541,rec_00541.m4a,ResLife,Incident Report,357,44100,1,2024-11-06,ga,9.290585543119686,Standard,0.0001916198926731804
542,rec_00542.flac,ResLife,Front Desk Call,3362,16000,1,2024-11-01,admin,29.515394590605048,Infrequent,0.0003600715006350766
543,rec_00543.aac,Admissions,Meeting,5573,44100,1,2024-10-23,staff,147.25103205128553,Standard,0.0030424814848680494
544,rec_00544.wav,Library,Meeting,5849,16000,1,2024-09-03,dm,44.718763002134594,Infrequent,0.0006476246485394824
545,rec_00545.wav,Housing,Front Desk Call,3898,44100,1,2024-11-08,dm,78.08565275778186,Standard,0.0017950588529159958
546,rec_00546.m4a,Library,Interview,5984,44100,1,2024-11-09,staff,133.92560574000655,Standard,0.002946350736434426
547,rec_00547.wav,Admissions,Interview,5797,16000,1,2024-11-13,staff,42.168669913317565,Standard,0.001037182065644232
548,rec_00548.aac,Athletics,Training,1462,44100,1,2024-12-24,dm,35.071754207808404,Standard,0.000857761093617229
549,rec_00549.aac,Admissions,Front Desk Call,5171,48000,1,2024-09-26,staff,172.5027540342095,Infrequent,0.0022894384907620013
550,rec_00550.mp3,Library,Interview,6524,16000,1,2024-11-22,dm,58.307311206795724,Standard,0.0012754826776842163
551,rec_00551.mp3,IT,Front Desk Call,3449,44100,1,2024-10-13,staff,76.45117315693304,Standard,0.0017284426610464773
552,rec_00552.flac,Admissions,Meeting,245,16000,1,2024-11-19,staff,1.8353177208234313,Standard,4.198683731516132e-05
553,rec_00553.m4a,IT,Front Desk Call,7060,16000,2,2024-11-14,staff,48.31328834935425,Infrequent,0.0006956280309875086
554,rec_00554.wav,ResLife,Meeting,54,44100,2,2024-11-06,admin,1.3920590356749065,Standard,3.36331882920992e-05
555,rec_00555.flac,Admissions,Meeting,644,44100,1,2024-10-16,staff,15.087683870174667,Standard,0.0003243017606612793
556,rec_00556.flac,IT,Incident Report,3490,44100,1,2024-10-09,dm,75.24912028553531,Archive,0.0006334690904532364
557,rec_00557.wav,Housing,Incident Report,2375,48000,1,2024-11-19,dm,74.27974259069637,Standard,0.0015273825254424605
558,rec_00558.flac,Athletics,Incident Report,2180,44100,2,2024-12-02,staff,50.86016565815722,Infrequent,0.000645429514327462
559,rec_00559.m4a,Athletics,Interview,6737,16000,1,2024-12-23,admin,57.64365081347508,Standard,0.001273934216387411
560,rec_00560.aac,Admissions,Meeting,3051,44100,1,2024-10-17,staff,65.70611798596929,Standard,0.0013506275191910889
561,rec_00561.aac,IT,Front Desk Call,569,44100,1,2024-10-15,staff,13.36347145152749,Standard,0.00029095952358100226
562,rec_00562.flac,Admissions,Interview,3456,48000,1,2024-10-11,staff,106.2152289618328,Standard,0.0021601111169335043
563,rec_00563.mp3,Housing,Front Desk Call,1948,44100,1,2024-12-11,dm,40.18218962122731,Infrequent,0.0005746204804370287
564,rec_00564.mp3,Admissions,Meeting,3379,44100,1,2024-11-05,dm,70.5951855689953,Standard,0.0016415208943457373
565,rec_00565.flac,ResLife,Training,6016,16000,2,2024-10-12,dm,43.34468255949969,Standard,0.000926837929357853
566,rec_00566.wav,Admissions,Interview,6537,48000,2,2024-12-26,ga,200.28043249585258,Standard,0.004519380256711041
567,rec_00567.mp3,ResLife,Training,5129,16000,1,2024-12-10,staff,40.737377770081,Infrequent,0.0005368977265251762
568,rec_00568.m4a,IT,Incident Report,6612,22050,1,2024-11-28,dm,83.18554398219013,Standard,0.001987852842054156
569,rec_00569.aac,Athletics,Front Desk Call,1617,48000,1,2024-12-07,staff,56.748298840657775,Standard,0.0012220874005170145
570,rec_00570.flac,ResLife,Interview,2502,16000,2,2024-11-20,dm,17.151589061010725,Standard,0.0003649246443648874
571,rec_00571.aac,Athletics,Front Desk Call,5693,48000,1,2024-09-27,staff,203.18262943725966,Archive,0.001685601886920872
572,rec_00572.wav,IT,Interview,2081,16000,1,2024-09-16,staff,15.831647525143756,Standard,0.00037381995970502027
573,rec_00573.mp3,Housing,Incident Report,4147,16000,1,2024-12-10,staff,35.1262388405453,Standard,0.0008210982965260203
574,rec_00574.mp3,ResLife,Meeting,4713,44100,1,2024-12-06,staff,104.89923951626506,Infrequent,0.0012903796943532764
575,rec_00575.flac,Admissions,Incident Report,2253,44100,1,2024-10-04,staff,56.4511095021363,Standard,0.0011516262185028879
576,rec_00576.m4a,Library,Training,1440,22050,2,2024-10-21,staff,17.814382747318454,Standard,0.00043454098202411315
577,rec_00577.mp3,Library,Training,17,48000,2,2024-11-09,staff,0.45462545438710994,Archive,3.911657078888048e-06
578,rec_00578.flac,Housing,Meeting,2892,22050,1,2024-11-15,dm,37.668953896288755,Standard,0.0007961171295683908
579,rec_00579.flac,Athletics,Meeting,2966,48000,1,2024-11-20,staff,80.00112814643857,Standard,0.001793880773572941
580,rec_00580.aac,IT,Front Desk Call,5173,16000,1,2024-11-07,ga,40.32317261589611,Archive,0.00031467022384402884
581,rec_00581.m4a,Admissions,Meeting,5249,16000,1,2024-10-31,staff,37.52958208649667,Infrequent,0.0004838919786862413
582,rec_00582.wav,IT,Meeting,55,16000,1,2024-12-04,staff,0.4415070317862377,Standard,9.080949230219398e-06
583,rec_00583.aac,IT,Incident Report,3470,44100,2,2024-09-02,staff,73.5707525545736,Standard,0.0015708489606094172
584,rec_00584.wav,ResLife,Meeting,5560,44100,1,2024-09-04,ga,134.5791126103357,Infrequent,0.001980848145546517
585,rec_00585.wav,ResLife,Interview,6970,44100,1,2024-12-23,dm,176.58763791379806,Standard,0.003920913043870662
586,rec_00586.flac,Admissions,Training,5287,16000,2,2024-09-12,admin,42.465089756106536,Standard,0.000897732035885474
587,rec_00587.m4a,Admissions,Incident Report,2102,44100,1,2024-09-17,staff,54.25607321107771,Standard,0.001115211921678887
588,rec_00588.flac,Admissions,Front Desk Call,2797,48000,1,2024-10-04,admin,84.29824076248902,Standard,0.0019486615205517273
589,rec_00589.wav,IT,Meeting,2678,16000,1,2024-10-28,staff,21.97947478095236,Standard,0.0005272952816191918
590,rec_00590.flac,Admissions,Incident Report,1795,16000,1,2024-09-25,ga,13.802470161202567,Standard,0.00029463662639587503
591,rec_00591.m4a,IT,Incident Report,53,48000,1,2024-09-08,staff,1.8626812989156438,Standard,4.396675436150164e-05
592,rec_00592.aac,Admissions,Incident Report,3895,48000,2,2024-11-21,ga,106.92898476754246,Archive,0.0007601726035004034
593,rec_00593.flac,ResLife,Front Desk Call,1958,48000,1,2024-11-27,dm,67.97089059844635,Standard,0.0014134924938913448
594,rec_00594.aac,ResLife,Interview,2139,16000,1,2024-09-15,dm,14.271602515097833,Standard,0.00032944746477761377
595,rec_00595.flac,Housing,Incident Report,2654,44100,1,2024-09-11,staff,68.83669124778187,Standard,0.001420664882911646
596,rec_00596.aac,ResLife,Front Desk Call,5914,16000,2,2024-09-12,staff,40.455249073920946,Standard,0.0009023007649794407
597,rec_00597.wav,IT,Interview,5228,22050,1,2024-09-29,staff,64.88827903669254,Standard,0.0014529535682491228
598,rec_00598.flac,IT,Incident Report,4258,44100,1,2024-11-03,staff,87.86890936125656,Archive,0.0006255586063029268
599,rec_00599.flac,Housing,Front Desk Call,5261,16000,2,2024-12-13,dm,44.55877973422808,Standard,0.0010653658106958665
600,rec_00600.mp3,Admissions,Front Desk Call,2218,22050,1,2024-09-08,staff,23.828887070421597,Standard,0.0005607433934313821
601,rec_00601.mp3,Library,Meeting,2762,22050,2,2024-09-15,staff,28.19482634228302,Infrequent,0.00040206130502007793
602,rec_00602.flac,IT,Training,5818,16000,1,2024-12-05,staff,50.49922141027297,Archive,0.00040909304705746455
603,rec_00603.wav,Housing,Incident Report,4497,16000,2,2024-10-23,staff,35.93929238380085,Infrequent,0.00046318776483914926
604,rec_00604.wav,Admissions,Training,4380,44100,1,2024-10-10,staff,113.35409249926185,Standard,0.0026452502276873165
605,rec_00605.aac,Housing,Interview,1466,16000,1,2024-12-11,staff,12.456380340093851,Archive,9.932669803665107e-05
606,rec_00606.flac,Library,Interview,963,48000,1,2024-10-07,ga,26.43090279853656,Standard,0.0006083323415571232
607,rec_00607.m4a,Housing,Interview,1623,48000,1,2024-12-14,dm,44.57647008667973,Standard,0.0010517277140328375
608,rec_00608.flac,IT,Interview,2989,48000,1,2024-11-11,dm,99.42699354979376,Infrequent,0.001283485293492883
609,rec_00609.mp3,ResLife,Interview,1934,44100,1,2024-09-27,staff,50.029289819887694,Standard,0.0012167355064579698
610,rec_00610.flac,Housing,Interview,3533,16000,1,2024-12-27,dm,24.954564884215475,Infrequent,0.00033375399235226856
611,rec_00611.mp3,IT,Meeting,1952,16000,2,2024-12-14,ga,17.020122270029344,Infrequent,0.00022093551499303006
612,rec_00612.m4a,IT,Interview,6802,16000,1,2024-10-04,admin,45.589638328690896,Standard,0.0010296875100261648
613,rec_00613.wav,Admissions,Front Desk Call,6977,16000,1,2024-11-15,dm,58.899155775219214,Standard,0.0014481269058773864
614,rec_00614.mp3,Library,Training,2318,16000,2,2024-09-28,dm,18.802337776501325,Archive,0.00015386399245370235
615,rec_00615.mp3,IT,Front Desk Call,5364,48000,1,2024-09-28,admin,161.8474184779988,Standard,0.0033410336032891467
616,rec_00616.m4a,Athletics,Incident Report,3237,48000,1,2024-10-15,staff,97.58332108053318,Standard,0.0020936057467697473
617,rec_00617.m4a,Housing,Incident Report,5745,44100,2,2024-10-11,dm,126.87526834585651,Infrequent,0.0017691757272093659
618,rec_00618.wav,ResLife,Interview,7033,16000,1,2024-12-03,dm,54.54296717437631,Archive,0.0004680284113670317
619,rec_00619.mp3,ResLife,Meeting,5964,48000,1,2024-10-05,dm,186.39426588111772,Standard,0.0042190929270996
620,rec_00620.aac,IT,Front Desk Call,3076,48000,1,2024-12-22,staff,86.46710826027265,Standard,0.001957934282819926
621,rec_00621.m4a,Library,Front Desk Call,3572,16000,1,2024-11-15,staff,23.833423404977843,Infrequent,0.0002891227481548475
622,rec_00622.m4a,Athletics,Meeting,5957,16000,1,2024-09-19,staff,46.91458648007233,Standard,0.000980641065203193
623,rec_00623.wav,Housing,Incident Report,2677,16000,2,2024-09-10,dm,18.972220233581584,Standard,0.0004522001048327851
624,rec_00624.mp3,IT,Front Desk Call,711,22050,1,2024-09-04,staff,7.328015097873068,Standard,0.00015610068195645525
625,rec_00625.aac,Athletics,Incident Report,2742,48000,2,2024-12-20,admin,79.31965432756184,Standard,0.0017945827625756357
626,rec_00626.m4a,Library,Interview,2844,16000,1,2024-10-07,staff,19.84889049843317,Infrequent,0.0002772761900010674
627,rec_00627.wav,Admissions,Front Desk Call,612,22050,1,2024-10-13,ga,7.95771870325671,Standard,0.00018215279749509485
628,rec_00628.flac,Library,Front Desk Call,1335,22050,1,2024-10-09,staff,14.661487079592069,Standard,0.00034684432689757006
629,rec_00629.flac,Library,Incident Report,2868,48000,1,2024-11-29,staff,93.5964895681064,Infrequent,0.0012977651064603548
630,rec_00630.mp3,Athletics,Training,6366,16000,1,2024-11-29,staff,42.41982455739342,Standard,0.0009165270171719708
631,rec_00631.wav,Admissions,Meeting,2932,44100,1,2024-11-27,staff,72.04221695623401,Standard,0.0016458267931521193
632,rec_00632.aac,IT,Front Desk Call,3985,16000,1,2024-11-21,staff,35.37602837153521,Standard,0.0008257507463931359
633,rec_00633.mp3,IT,Front Desk Call,2179,44100,1,2024-12-03,staff,54.97802723229748,Standard,0.0011284975687134709
634,rec_00634.aac,Admissions,Interview,1585,48000,1,2024-11-29,staff,53.45142496374542,Standard,0.0013124148354133841
635,rec_00635.mp3,Library,Incident Report,1253,48000,2,2024-09-23,admin,38.190716102722675,Standard,0.0008782786440179555
636,rec_00636.mp3,IT,Meeting,677,48000,2,2024-10-18,staff,21.012467738093488,Standard,0.0005168413324261402
637,rec_00637.flac,IT,Incident Report,525,16000,1,2024-09-24,dm,4.59558548379955,Standard,0.00011070732125839263
638,rec_00638.wav,Housing,Meeting,3039,16000,1,2024-10-22,dm,21.866849382957014,Standard,0.00044511108658748814
639,rec_00639.wav,Admissions,Front Desk Call,4094,16000,1,2024-11-29,staff,32.03749930113111,Standard,0.000659515237562849
640,rec_00640.flac,ResLife,Front Desk Call,707,16000,1,2024-12-23,admin,5.903182885532181,Archive,4.970932850886521e-05
641,rec_00641.aac,Athletics,Training,6489,16000,1,2024-12-14,staff,48.224504743002456,Standard,0.0010280808114181343
642,rec_00642.aac,IT,Incident Report,3501,44100,1,2024-09-06,staff,81.36487378317013,Infrequent,0.0011868168390335334
643,rec_00643.wav,Admissions,Meeting,6308,16000,2,2024-10-08,staff,42.412283269562806,Standard,0.0010439747151040142
644,rec_00644.wav,Admissions,Interview,5251,16000,2,2024-09-03,staff,43.266193337109975,Infrequent,0.0006144429653543957
645,rec_00645.mp3,ResLife,Training,3018,44100,1,2024-10-21,staff,63.671803529017296,Standard,0.0014657683943494993
646,rec_00646.flac,IT,Meeting,2245,44100,1,2024-09-03,dm,48.80992616040665,Archive,0.0003790341384842314
647,rec_00647.aac,RESLIFE,Meeting,1967,48000,1,2024-12-06,dm,56.396147797663986,Archive,0.0004795916994359283
648,rec_00648.aac,Athletics,Meeting,1218,22050,1,2024-12-08,staff,15.207594551185313,Standard,0.00035037919955324573
649,rec_00649.mp3,IT,Meeting,3621,16000,2,2024-12-24,admin,27.43476567890704,Standard,0.0005661246142998011
650,rec_00650.aac,Housing,Interview,2612,48000,1,2024-11-02,dm,93.71907072605052,Infrequent,0.0013201555227046107
651,rec_00651.mp3,ResLife,Front Desk Call,3567,16000,1,2024-09-29,dm,30.36966745111991,Infrequent,0.0003954838596355225
652,rec_00652.wav,IT,Training,1208,44100,1,2024-11-23,admin,31.91047166031488,Standard,0.000664529154041386
653,rec_00653.m4a,Athletics,Interview,4907,16000,1,2024-09-24,staff,40.48802040390769,Infrequent,0.0005310709423187802
654,rec_00654.wav,Athletics,Incident Report,6077,16000,1,2024-11-18,staff,43.63089712256334,Standard,0.0010502914235250619
655,rec_00655.flac,Library,Front Desk Call,4025,44100,2,2024-11-16,dm,89.34899278845005,Infrequent,0.0012624638142799127
656,rec_00656.aac,Library,Meeting,705,44100,2,2024-12-07,admin,15.847426118456314,Standard,0.00034741056702054394
657,rec_00657.wav,Admissions,Incident Report,1138,44100,1,2024-10-19,staff,24.291297331771744,Standard,0.0005809466692443066
658,rec_00658.wav,IT,Front Desk Call,5338,44100,1,2024-11-03,staff,123.8598795902319,Standard,0.0028151072941222264
659,rec_00659.wav,Library,Front Desk Call,2252,44100,1,2024-12-15,staff,57.39017429296023,Standard,0.0012474918940371406
660,rec_00660.wav,Athletics,Training,2413,16000,2,2024-10-10,ga,18.975149018787075,Standard,0.0003922812031468093
661,rec_00661.m4a,Athletics,Training,6931,16000,2,2024-12-13,staff,48.72695067764539,Infrequent,0.0006805409069020923
662,rec_00662.m4a,Admissions,Training,5248,16000,1,2024-09-14,ga,43.863161119131014,Standard,0.0009355079394438892
663,rec_00663.aac,Library,Interview,3149,44100,1,2024-12-20,staff,84.10334694281437,Standard,0.0018911899770563797
664,rec_00664.m4a,IT,Training,5554,16000,2,2024-10-20,dm,43.05907478295292,Standard,0.0009167642302133042
665,rec_00665.aac,Admissions,Meeting,2015,16000,1,2024-10-12,dm,14.04996586267693,Standard,0.0003238580058204029
666,rec_00666.flac,ResLife,Interview,985,22050,1,2024-09-24,dm,12.34094491210787,Standard,0.00025272570871703523
667,rec_00667.aac,IT,Training,3381,22050,1,2024-10-25,staff,40.08591413517728,Standard,0.000860544710909884
668,rec_00668.wav,IT,Interview,5450,16000,2,2024-12-21,staff,46.51456136202505,Standard,0.0010709750819957776
669,rec_00669.m4a,Housing,Training,2036,48000,1,2024-12-27,staff,65.64209571719235,Standard,0.001575504813639343
670,rec_00670.aac,ResLife,Training,6809,48000,1,2024-12-01,staff,236.5236267627803,Standard,0.005556106206918144
671,rec_00671.flac,IT,Incident Report,2204,16000,2,2024-12-24,staff,14.71013025734607,Standard,0.00031640313360455
672,rec_00672.mp3,ResLife,Interview,4089,44100,1,2024-10-05,staff,100.16199097596284,Standard,0.002203574589213742
673,rec_00673.aac,Library,Incident Report,1350,16000,2,2024-12-16,admin,10.868653262088388,Archive,8.54634111392604e-05
674,rec_00674.flac,Admissions,Interview,4648,16000,1,2024-11-01,dm,39.34968269398877,Standard,0.0009627609697785452
675,rec_00675.wav,ADMISSIONS,Incident Report,1357,16000,1,2024-09-01,staff,9.706932139494482,Standard,0.0002039537683998251
676,rec_00676.wav,Library,Meeting,2332,16000,1,2024-10-27,staff,18.6856172619828,Standard,0.0004439390240222037
677,rec_00677.mp3,IT,Interview,460,16000,1,2024-12-28,staff,3.3427140137600104,Standard,6.927871975521437e-05
678,rec_00678.m4a,ResLife,Training,1268,16000,2,2024-11-12,staff,10.663295046648914,Standard,0.0002557643171394997
679,rec_00679.wav,Housing,Meeting,866,44100,1,2024-09-22,dm,17.737639777564908,Standard,0.00036739872701555194
680,rec_00680.wav,IT,Interview,5363,16000,1,2024-12-23,dm,37.59476774745393,Standard,0.0008245667022281618
681,rec_00681.wav,Library,Interview,5213,48000,1,2024-12-27,dm,184.6663712052607,Standard,0.004039692961180732
682,rec_00682.mp3,Housing,Training,5910,48000,1,2024-10-04,admin,197.85677564161185,Standard,0.004592620658269231
683,rec_00683.mp3,Athletics,Interview,2258,16000,2,2024-11-18,admin,16.328635478711707,Infrequent,0.0002119604154007268
684,rec_00684.mp3,Library,Incident Report,1496,44100,2,2024-11-13,ga,33.08761559377619,Standard,0.0007886583101549649
